1.355398384	1.855398384	1.194326925	1.694326925	1.245091803	1.269578406	1.769578406	1.008569164	1.508569164	1.270962641	1.770962641	1.305253314	1.377767271	1.877767271	0.362564971	0.862564971	0.018640427	0.518640427	0.141775135	0.31199387	0.81199387
0.468017899	0.968017899	0.345197471	0.845197471	0.499484174	0.043460726	0.543460726	1.242070991	1.742070991	1.126649743	1.626649743	1.135932591	1.496907106	1.996907106	0.003283945	0.503283945	0.010236346	0.510236346	0.413119674	0.413971662	0.913971662
1.104673551	1.604673551	1.234425148	1.734425148	1.195437475	1.396538386	1.896538386	1.036208694	1.536208694	1.275875717	1.775875717	1.326348737	1.018970062	1.518970062	1.389841833	1.889841833	1.284184248	1.784184248	1.35513169	1.222155152	1.722155152
3.091759922	3.591759922	3.408942775	3.908942775	3.384487161	3.401118373	3.901118373	0.060393263	0.560393263	0.488165655	0.988165655	0.000948232	0.227534142	0.727534142	3.237208139	3.737208139	3.018610047	3.518610047	3.433719652	3.008308391	3.508308391
7.423130337	7.923130337	7.088488859	7.588488859	7.100479331	7.102792547	7.602792547	0.104278574	0.604278574	0.003791937	0.503791937	0.273062809	0.240466944	0.740466944	7.068574544	7.568574544	7.475870625	7.975870625	7.079527441	7.285700592	7.785700592
9.329782976	9.829782976	9.367496962	9.867496962	9.334956581	9.013695803	9.513695803	1.301912942	1.801912942	1.318178503	1.818178503	1.001845926	1.254130415	1.754130415	9.309425657	9.809425657	9.003999478	9.503999478	9.093795134	9.077164332	9.577164332
6.31278568	6.81278568	6.441074326	6.941074326	6.335146084	6.006251892	6.506251892	0.287600108	0.787600108	0.055208525	0.555208525	0.4132655	0.002949054	0.502949054	6.499334685	6.999334685	6.412249224	6.912249224	6.407437411	6.354819526	6.854819526
4.235015601	4.735015601	4.316022256	4.816022256	4.269757504	4.463448108	4.963448108	0.046026309	0.546026309	0.469750149	0.969750149	0.064891945	0.226734295	0.726734295	4.403094124	4.903094124	4.12558547	4.62558547	4.19736108	4.404335696	4.904335696
2.462931835	2.962931835	2.030900886	2.530900886	2.16334131	2.233202566	2.733202566	1.350544234	1.850544234	1.056226315	1.556226315	1.447158433	1.227413409	1.727413409	2.299441732	2.799441732	2.454078377	2.954078377	2.102398006	2.352375702	2.852375702
1.307054461	0.807054461	1.446211724	0.946211724	1.183136074	1.15878546	0.65878546	0.111203413	-0.388796587	0.070994723	-0.429005277	0.437361101	0.295931684	-0.204068316	1.352880482	0.852880482	1.489773306	0.989773306	1.432060834	1.339500869	0.839500869
1.226089146	0.726089146	1.124622139	0.624622139	1.411909074	1.331447691	0.831447691	1.425398221	0.925398221	1.473740306	0.973740306	1.161498973	1.012090752	0.512090752	1.344583353	0.844583353	1.439887365	0.939887365	1.183983451	1.141140663	0.641140663
1.082043723	0.582043723	1.024630356	0.524630356	1.097489804	1.317442588	0.817442588	1.282926151	0.782926151	1.41595788	0.91595788	1.139255031	1.350797765	0.850797765	1.363516012	0.863516012	1.394184564	0.894184564	1.499937914	1.214389008	0.714389008
0.448164919	-0.051835081	0.467446984	-0.032553016	0.363884496	0.144373882	-0.355626118	3.026679345	2.526679345	3.420906766	2.920906766	3.189901972	3.370143135	2.870143135	3.010886552	2.510886552	3.344221508	2.844221508	3.045581418	3.172236588	2.672236588
0.233519694	-0.266480306	0.267557938	-0.232442062	0.125943825	0.330681689	-0.169318311	7.048769479	6.548769479	7.250352321	6.750352321	7.221508761	7.359471686	6.859471686	7.368303694	6.868303694	7.440054536	6.940054536	7.483144438	7.03920846	6.53920846
1.472016133	0.972016133	1.461439624	0.961439624	1.250262581	1.42089083	0.92089083	9.419352075	8.919352075	9.272820007	8.772820007	9.0686153	9.444377831	8.944377831	9.168785632	8.668785632	9.377813953	8.877813953	9.421838719	9.038914533	8.538914533
0.302323597	-0.197676403	0.014860282	-0.485139718	0.119788777	0.077804543	-0.422195457	6.279904221	5.779904221	6.196824403	5.696824403	6.219543265	6.20375489	5.70375489	6.456495649	5.956495649	6.450269756	5.950269756	6.226056902	6.033578939	5.533578939
0.084448342	-0.415551658	0.351836792	-0.148163208	0.213097435	0.361274506	-0.138725494	4.136559964	3.636559964	4.451892737	3.951892737	4.32793968	4.035681275	3.535681275	4.226005489	3.726005489	4.319795765	3.819795765	4.038685294	4.106379	3.606379
1.367544348	0.867544348	1.234283513	0.734283513	1.434706684	1.294397904	0.794397904	2.466139903	1.966139903	2.442851444	1.942851444	2.313951478	2.177196548	1.677196548	2.339981275	1.839981275	2.134642229	1.634642229	2.427319676	2.340406034	1.840406034
0.03992922	-0.46007078	0.228300337	-0.271699663	0.179047524	0.43154261	-0.06845739	1.067126871	0.567126871	1.167952922	0.667952922	1.366969851	1.006555733	0.506555733	1.474634118	0.974634118	1.060597694	0.560597694	1.111982827	1.25217034	0.75217034
1.202544227	0.702544227	1.19691987	0.69691987	1.233856165	1.363911793	0.863911793	1.320005943	0.820005943	1.202208368	0.702208368	1.3201451	1.228369051	0.728369051	1.272236696	0.772236696	1.441172651	0.941172651	1.265180647	1.466939922	0.966939922
